evaluator,generator,dataset,distance,performance
opus-4.1-thinking,deepseek-r1-thinking,sharegpt,-23,0.975
gemini-2.5-pro-thinking,deepseek-r1-thinking,sharegpt,-27,0.03
qwen-3.0-80b-thinking,deepseek-r1-thinking,sharegpt,53,0.1199626517273576
kimi-k2-thinking,deepseek-r1-thinking,sharegpt,-11,0.2303147482014388
gpt-oss-120b-thinking,kimi-k2-thinking,sharegpt,75,0.8657442528735632
opus-4.1-thinking,kimi-k2-thinking,sharegpt,-12,0.7574
gemini-2.5-pro-thinking,kimi-k2-thinking,sharegpt,-16,0.02
qwen-3.0-80b-thinking,kimi-k2-thinking,sharegpt,64,0.0522423706324635
deepseek-r1-thinking,kimi-k2-thinking,sharegpt,11,0.03
gpt-oss-120b-thinking,gpt-4o-mini,sharegpt,-51,0.8630361305361305
opus-4.1-thinking,gpt-4o-mini,sharegpt,-138,0.985
gemini-2.5-pro-thinking,gpt-4o-mini,sharegpt,-142,0.1
qwen-3.0-80b-thinking,gpt-4o-mini,sharegpt,-62,0.1211620635747785
deepseek-r1-thinking,gpt-4o-mini,sharegpt,-115,0.105
kimi-k2-thinking,gpt-4o-mini,sharegpt,-126,0.3873369565217391
gpt-oss-120b-thinking,gpt-4.1-mini,sharegpt,21,0.8134293706293707
opus-4.1-thinking,gpt-4.1-mini,sharegpt,-66,0.73
gemini-2.5-pro-thinking,gpt-4.1-mini,sharegpt,-70,0.015
qwen-3.0-80b-thinking,gpt-4.1-mini,sharegpt,10,0.0304527712724434
deepseek-r1-thinking,gpt-4.1-mini,sharegpt,-43,0.0301020408163265
kimi-k2-thinking,gpt-4.1-mini,sharegpt,-54,0.1781021276595744
gpt-oss-120b-thinking,gpt-4o,sharegpt,83,0.885430985915493
opus-4.1-thinking,gpt-4o,sharegpt,-4,0.95
gemini-2.5-pro-thinking,gpt-4o,sharegpt,-8,0.025
qwen-3.0-80b-thinking,gpt-4o,sharegpt,72,0.0294321859370403
deepseek-r1-thinking,gpt-4o,sharegpt,19,0.065
kimi-k2-thinking,gpt-4o,sharegpt,8,0.3834153846153846
gpt-oss-120b-thinking,gpt-4.1,sharegpt,54,0.7849300699300699
opus-4.1-thinking,gpt-4.1,sharegpt,-33,0.8
gemini-2.5-pro-thinking,gpt-4.1,sharegpt,-37,0.015
qwen-3.0-80b-thinking,gpt-4.1,sharegpt,43,0.0355889724310777
deepseek-r1-thinking,gpt-4.1,sharegpt,-10,0.0203103448275862
kimi-k2-thinking,gpt-4.1,sharegpt,-21,0.1715151515151515
gpt-oss-120b-thinking,haiku-3.5,sharegpt,-37,0.8655319148936171
opus-4.1-thinking,haiku-3.5,sharegpt,-124,0.71
gemini-2.5-pro-thinking,haiku-3.5,sharegpt,-128,0.105
qwen-3.0-80b-thinking,haiku-3.5,sharegpt,-48,0.1433986928104575
deepseek-r1-thinking,haiku-3.5,sharegpt,-101,0.11
kimi-k2-thinking,haiku-3.5,sharegpt,-112,0.407158273381295
gpt-oss-120b-thinking,sonnet-4.5,sharegpt,88,0.8398094449047224
opus-4.1-thinking,sonnet-4.5,sharegpt,1,0.475
gemini-2.5-pro-thinking,sonnet-4.5,sharegpt,-3,0.025
qwen-3.0-80b-thinking,sonnet-4.5,sharegpt,77,0.0541946824873654
deepseek-r1-thinking,sonnet-4.5,sharegpt,24,0.055
kimi-k2-thinking,sonnet-4.5,sharegpt,13,0.199020979020979
gpt-oss-120b-thinking,opus-4.1,sharegpt,86,0.8269444444444445
opus-4.1-thinking,opus-4.1,sharegpt,-1,0.42
gemini-2.5-pro-thinking,opus-4.1,sharegpt,-5,0.0
qwen-3.0-80b-thinking,opus-4.1,sharegpt,75,0.0640492359932088
deepseek-r1-thinking,opus-4.1,sharegpt,22,0.055
kimi-k2-thinking,opus-4.1,sharegpt,11,0.133720792664892
gpt-oss-120b-thinking,gemini-2.0-flash-lite,sharegpt,-1,0.8206293706293707
opus-4.1-thinking,gemini-2.0-flash-lite,sharegpt,-88,0.8944117647058824
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,sharegpt,-92,0.04
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,sharegpt,-12,0.0714285714285714
deepseek-r1-thinking,gemini-2.0-flash-lite,sharegpt,-65,0.085
kimi-k2-thinking,gemini-2.0-flash-lite,sharegpt,-76,0.2485368248772503
gpt-oss-120b-thinking,gemini-2.0-flash,sharegpt,5,0.784452614379085
opus-4.1-thinking,gemini-2.0-flash,sharegpt,-82,0.885
gemini-2.5-pro-thinking,gemini-2.0-flash,sharegpt,-86,0.02
qwen-3.0-80b-thinking,gemini-2.0-flash,sharegpt,-6,0.0542090928137439
deepseek-r1-thinking,gemini-2.0-flash,sharegpt,-59,0.075
kimi-k2-thinking,gemini-2.0-flash,sharegpt,-70,0.2120664087685364
gpt-oss-120b-thinking,ll-3.1-8b,sharegpt,-124,0.9687712878254748
opus-4.1-thinking,ll-3.1-8b,sharegpt,-211,0.98
gemini-2.5-pro-thinking,ll-3.1-8b,sharegpt,-215,0.665
qwen-3.0-80b-thinking,ll-3.1-8b,sharegpt,-135,0.8321212121212122
deepseek-r1-thinking,ll-3.1-8b,sharegpt,-188,0.59
kimi-k2-thinking,ll-3.1-8b,sharegpt,-199,0.85062114356232
gpt-oss-120b-thinking,ll-3.1-70b,sharegpt,-72,0.93584219858156
opus-4.1-thinking,ll-3.1-70b,sharegpt,-159,0.94
gemini-2.5-pro-thinking,ll-3.1-70b,sharegpt,-163,0.25
qwen-3.0-80b-thinking,ll-3.1-70b,sharegpt,-83,0.3836770186335403
deepseek-r1-thinking,ll-3.1-70b,sharegpt,-136,0.2692925170068027
kimi-k2-thinking,ll-3.1-70b,sharegpt,-147,0.5761736694677871
gpt-oss-120b-thinking,ll-3.1-405b,sharegpt,-24,0.91735
opus-4.1-thinking,ll-3.1-405b,sharegpt,-111,0.9094
gemini-2.5-pro-thinking,ll-3.1-405b,sharegpt,-115,0.195
qwen-3.0-80b-thinking,ll-3.1-405b,sharegpt,-35,0.2580350877192982
deepseek-r1-thinking,ll-3.1-405b,sharegpt,-88,0.1813698630136986
kimi-k2-thinking,ll-3.1-405b,sharegpt,-99,0.6081722199369257
gpt-oss-120b-thinking,qwen-2.5-72b,sharegpt,-69,0.8534931506849316
opus-4.1-thinking,qwen-2.5-72b,sharegpt,-156,0.96
gemini-2.5-pro-thinking,qwen-2.5-72b,sharegpt,-160,0.155
qwen-3.0-80b-thinking,qwen-2.5-72b,sharegpt,-80,0.2326666666666666
deepseek-r1-thinking,qwen-2.5-72b,sharegpt,-133,0.1507142857142857
kimi-k2-thinking,qwen-2.5-72b,sharegpt,-144,0.458
gpt-oss-120b-thinking,qwen-3.0-80b,sharegpt,42,0.6791142857142858
opus-4.1-thinking,qwen-3.0-80b,sharegpt,-45,0.97
gemini-2.5-pro-thinking,qwen-3.0-80b,sharegpt,-49,0.035
qwen-3.0-80b-thinking,qwen-3.0-80b,sharegpt,31,0.0350933333333333
deepseek-r1-thinking,qwen-3.0-80b,sharegpt,-22,0.05
kimi-k2-thinking,qwen-3.0-80b,sharegpt,-33,0.2785984848484848
gpt-oss-120b-thinking,deepseek-3.1,sharegpt,59,0.8316876712328767
opus-4.1-thinking,deepseek-3.1,sharegpt,-28,0.87
gemini-2.5-pro-thinking,deepseek-3.1,sharegpt,-32,0.04
qwen-3.0-80b-thinking,deepseek-3.1,sharegpt,48,0.0519658119658119
deepseek-r1-thinking,deepseek-3.1,sharegpt,-5,0.0652380952380952
kimi-k2-thinking,deepseek-3.1,sharegpt,-16,0.175103141859727
gpt-oss-120b-thinking,kimi-k2,sharegpt,63,0.9039278320023664
opus-4.1-thinking,kimi-k2,sharegpt,-24,0.9248039215686276
gemini-2.5-pro-thinking,kimi-k2,sharegpt,-28,0.015
qwen-3.0-80b-thinking,kimi-k2,sharegpt,52,0.0928179271708683
deepseek-r1-thinking,kimi-k2,sharegpt,-1,0.1056122448979591
kimi-k2-thinking,kimi-k2,sharegpt,-12,0.2903260869565217
