evaluator,generator,dataset,distance,performance,n_samples
qwen-3.0-80b-thinking,gpt-4.1-mini,bigcodebench,10,0.46,100
deepseek-r1-thinking,gpt-4.1-mini,bigcodebench,-43,0.5,100
kimi-k2-thinking,gpt-4.1-mini,bigcodebench,-54,0.8936170212765957,100
gpt-oss-120b-thinking,gpt-4o,bigcodebench,83,0.8383838383838383,100
opus-4.1-thinking,gpt-4o,bigcodebench,-4,0.95,100
gemini-2.5-pro-thinking,gpt-4o,bigcodebench,-8,0.98,100
qwen-3.0-80b-thinking,gpt-4o,bigcodebench,72,0.67,100
deepseek-r1-thinking,gpt-4o,bigcodebench,19,0.65,100
kimi-k2-thinking,gpt-4o,bigcodebench,8,0.8947368421052632,100
gpt-oss-120b-thinking,gpt-4.1,bigcodebench,54,0.7878787878787878,100
opus-4.1-thinking,gpt-4.1,bigcodebench,-33,0.8787878787878788,100
gemini-2.5-pro-thinking,gpt-4.1,bigcodebench,-37,0.95,100
qwen-3.0-80b-thinking,gpt-4.1,bigcodebench,43,0.32,100
deepseek-r1-thinking,gpt-4.1,bigcodebench,-10,0.4,100
kimi-k2-thinking,gpt-4.1,bigcodebench,-21,0.8936170212765957,100
gpt-oss-120b-thinking,haiku-3.5,bigcodebench,-37,0.72,100
opus-4.1-thinking,haiku-3.5,bigcodebench,-124,0.77,100
gemini-2.5-pro-thinking,haiku-3.5,bigcodebench,-128,0.91,100
qwen-3.0-80b-thinking,haiku-3.5,bigcodebench,-48,0.48,100
deepseek-r1-thinking,haiku-3.5,bigcodebench,-101,0.48,100
kimi-k2-thinking,haiku-3.5,bigcodebench,-112,0.75,100
gpt-oss-120b-thinking,sonnet-4.5,bigcodebench,88,0.72,100
opus-4.1-thinking,sonnet-4.5,bigcodebench,1,0.4,100
gemini-2.5-pro-thinking,sonnet-4.5,bigcodebench,-3,0.81,100
qwen-3.0-80b-thinking,sonnet-4.5,bigcodebench,77,0.36,100
deepseek-r1-thinking,sonnet-4.5,bigcodebench,24,0.43,100
kimi-k2-thinking,sonnet-4.5,bigcodebench,13,0.648936170212766,100
gpt-oss-120b-thinking,opus-4.1,bigcodebench,86,0.670103092783505,100
opus-4.1-thinking,opus-4.1,bigcodebench,-1,0.4646464646464646,100
gemini-2.5-pro-thinking,opus-4.1,bigcodebench,-5,0.72,100
qwen-3.0-80b-thinking,opus-4.1,bigcodebench,75,0.39,100
deepseek-r1-thinking,opus-4.1,bigcodebench,22,0.32,100
kimi-k2-thinking,opus-4.1,bigcodebench,11,0.6947368421052631,100
gpt-oss-120b-thinking,gemini-2.0-flash-lite,bigcodebench,-1,0.75,100
opus-4.1-thinking,gemini-2.0-flash-lite,bigcodebench,-88,0.82,100
gemini-2.5-pro-thinking,gemini-2.0-flash-lite,bigcodebench,-92,0.94,100
qwen-3.0-80b-thinking,gemini-2.0-flash-lite,bigcodebench,-12,0.5,100
deepseek-r1-thinking,gemini-2.0-flash-lite,bigcodebench,-65,0.56,100
kimi-k2-thinking,gemini-2.0-flash-lite,bigcodebench,-76,0.8131868131868132,100
gpt-oss-120b-thinking,gemini-2.0-flash,bigcodebench,5,0.63,100
opus-4.1-thinking,gemini-2.0-flash,bigcodebench,-82,0.83,100
gemini-2.5-pro-thinking,gemini-2.0-flash,bigcodebench,-86,0.92,100
qwen-3.0-80b-thinking,gemini-2.0-flash,bigcodebench,-6,0.52,100
deepseek-r1-thinking,gemini-2.0-flash,bigcodebench,-59,0.5,100
kimi-k2-thinking,gemini-2.0-flash,bigcodebench,-70,0.7647058823529411,100
gpt-oss-120b-thinking,ll-3.1-8b,bigcodebench,-124,0.9292929292929292,100
opus-4.1-thinking,ll-3.1-8b,bigcodebench,-211,0.98,100
gemini-2.5-pro-thinking,ll-3.1-8b,bigcodebench,-215,0.99,100
qwen-3.0-80b-thinking,ll-3.1-8b,bigcodebench,-135,0.82,100
deepseek-r1-thinking,ll-3.1-8b,bigcodebench,-188,0.8181818181818182,100
kimi-k2-thinking,ll-3.1-8b,bigcodebench,-199,0.8526315789473684,100
gpt-oss-120b-thinking,ll-3.1-70b,bigcodebench,-72,0.75,100
opus-4.1-thinking,ll-3.1-70b,bigcodebench,-159,0.97,100
gemini-2.5-pro-thinking,ll-3.1-70b,bigcodebench,-163,0.95,100
qwen-3.0-80b-thinking,ll-3.1-70b,bigcodebench,-83,0.71,100
deepseek-r1-thinking,ll-3.1-70b,bigcodebench,-136,0.6565656565656566,100
kimi-k2-thinking,ll-3.1-70b,bigcodebench,-147,0.782608695652174,100
gpt-oss-120b-thinking,ll-3.1-405b,bigcodebench,-24,0.8080808080808081,100
opus-4.1-thinking,ll-3.1-405b,bigcodebench,-111,0.9191919191919192,100
gemini-2.5-pro-thinking,ll-3.1-405b,bigcodebench,-115,0.97,100
qwen-3.0-80b-thinking,ll-3.1-405b,bigcodebench,-35,0.64,100
deepseek-r1-thinking,ll-3.1-405b,bigcodebench,-88,0.59,100
kimi-k2-thinking,ll-3.1-405b,bigcodebench,-99,0.7666666666666667,100
gpt-oss-120b-thinking,qwen-2.5-72b,bigcodebench,-69,0.8888888888888888,100
opus-4.1-thinking,qwen-2.5-72b,bigcodebench,-156,0.92,100
gemini-2.5-pro-thinking,qwen-2.5-72b,bigcodebench,-160,0.98,100
qwen-3.0-80b-thinking,qwen-2.5-72b,bigcodebench,-80,0.76,100
deepseek-r1-thinking,qwen-2.5-72b,bigcodebench,-133,0.7,100
kimi-k2-thinking,qwen-2.5-72b,bigcodebench,-144,0.8421052631578947,100
gpt-oss-120b-thinking,qwen-3.0-80b,bigcodebench,42,0.6363636363636364,100
opus-4.1-thinking,qwen-3.0-80b,bigcodebench,-45,0.75,100
gemini-2.5-pro-thinking,qwen-3.0-80b,bigcodebench,-49,0.96,100
qwen-3.0-80b-thinking,qwen-3.0-80b,bigcodebench,31,0.44,100
deepseek-r1-thinking,qwen-3.0-80b,bigcodebench,-22,0.43,100
kimi-k2-thinking,qwen-3.0-80b,bigcodebench,-33,0.7959183673469387,100
gpt-oss-120b-thinking,deepseek-3.1,bigcodebench,59,0.75,100
opus-4.1-thinking,deepseek-3.1,bigcodebench,-28,0.63,100
gemini-2.5-pro-thinking,deepseek-3.1,bigcodebench,-32,0.9,100
qwen-3.0-80b-thinking,deepseek-3.1,bigcodebench,48,0.48,100
deepseek-r1-thinking,deepseek-3.1,bigcodebench,-5,0.41,100
kimi-k2-thinking,deepseek-3.1,bigcodebench,-16,0.7849462365591396,100
gpt-oss-120b-thinking,kimi-k2,bigcodebench,63,0.79,100
opus-4.1-thinking,kimi-k2,bigcodebench,-24,0.9,100
gemini-2.5-pro-thinking,kimi-k2,bigcodebench,-28,0.95,100
qwen-3.0-80b-thinking,kimi-k2,bigcodebench,52,0.5,100
deepseek-r1-thinking,kimi-k2,bigcodebench,-1,0.58,100
kimi-k2-thinking,kimi-k2,bigcodebench,-12,0.8191489361702128,100
